WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20200628,S08000026,"",65 and over,"",All,d,0,2.8,-100,""
20200628,S08000026,"",All ages,d,All,d,0,2.8,-100,""
20200628,S08000026,"",All ages,d,Female,"",0,1.8,-100,""
20200628,S08000026,"",All ages,d,Male,"",0,1,-100,""
20200628,S08000028,"",Under 65,"",All,d,0,0.8,-100,""
20200628,S08000028,"",65 and over,"",All,d,6,5.8,3.4,""
20200628,S08000028,"",All ages,d,All,d,6,6.6,-9.1,""
20200628,S08000028,"",All ages,d,Female,"",3,2.8,7.1,""
20200628,S08000028,"",All ages,d,Male,"",3,3.8,-21.1,""
20200628,S08000029,"",Under 65,"",All,d,15,14,7.1,""
20200628,S08000029,"",65 and over,"",All,d,57,57.4,-0.7,""
20200628,S08000029,"",All ages,d,All,d,72,71.4,0.8,""
20200628,S08000029,"",All ages,d,Female,"",37,35.6,3.9,""
20200628,S08000029,"",All ages,d,Male,"",35,35.8,-2.2,""
20200628,S08000030,"",Under 65,"",All,d,11,14.6,-24.7,""
20200628,S08000030,"",65 and over,"",All,d,52,64,-18.8,""
20200628,S08000030,"",All ages,d,All,d,63,78.6,-19.8,""
20200628,S08000030,"",All ages,d,Female,"",29,36,-19.4,""
20200628,S08000030,"",All ages,d,Male,"",34,42.6,-20.2,""
20200628,S08000031,"",Under 65,"",All,d,46,51,-9.8,""
20200628,S08000031,"",65 and over,"",All,d,188,173.2,8.5,""
20200628,S08000031,"",All ages,d,All,d,234,224.2,4.4,""
20200628,S08000031,"",All ages,d,Female,"",116,114.4,1.4,""
20200628,S08000031,"",All ages,d,Male,"",118,109.8,7.5,""
20200628,S08000032,"",Under 65,"",All,d,35,25,40,""
20200628,S08000032,"",65 and over,"",All,d,113,112,0.9,""
20200628,S08000032,"",All ages,d,All,d,148,137,8,""
20200628,S08000032,"",All ages,d,Female,"",78,74.2,5.1,""
20200628,S08000032,"",All ages,d,Male,"",70,62.8,11.5,""
20200628,S92000003,d,Under 65,"",All,d,196,192.4,1.9,""
20200628,S92000003,d,65 and over,"",All,d,812,833.6,-2.6,""
20200628,S92000003,d,All ages,d,All,d,1008,1026,-1.8,""
20200628,S92000003,d,All ages,d,Female,"",518,518.8,-0.2,""
20200628,S92000003,d,All ages,d,Male,"",490,507.2,-3.4,""
20200705,S08000015,"",Under 65,"",All,d,20,13.6,47.1,""
20200705,S08000015,"",65 and over,"",All,d,56,64.4,-13,""
20200705,S08000015,"",All ages,d,All,d,76,78,-2.6,""
20200705,S08000015,"",All ages,d,Female,"",29,39.8,-27.1,""
20200705,S08000015,"",All ages,d,Male,"",47,38.2,23,""
20200705,S08000016,"",Under 65,"",All,d,5,1.8,177.8,""
20200705,S08000016,"",65 and over,"",All,d,20,23.2,-13.8,""
20200705,S08000016,"",All ages,d,All,d,25,25,0,""
20200705,S08000016,"",All ages,d,Female,"",13,14.2,-8.5,""
20200705,S08000016,"",All ages,d,Male,"",12,10.8,11.1,""
20200705,S08000017,"",Under 65,"",All,d,5,6.2,-19.4,""
20200705,S08000017,"",65 and over,"",All,d,32,30.6,4.6,""
20200705,S08000017,"",All ages,d,All,d,37,36.8,0.5,""
20200705,S08000017,"",All ages,d,Female,"",18,17.4,3.4,""
20200705,S08000017,"",All ages,d,Male,"",19,19.4,-2.1,""
20200705,S08000019,"",Under 65,"",All,d,17,8.2,107.3,""
20200705,S08000019,"",65 and over,"",All,d,36,47,-23.4,""
20200705,S08000019,"",All ages,d,All,d,53,55.2,-4,""
20200705,S08000019,"",All ages,d,Female,"",24,30.4,-21.1,""
20200705,S08000019,"",All ages,d,Male,"",29,24.8,16.9,""
20200705,S08000020,"",Under 65,"",All,d,19,17.8,6.7,""
20200705,S08000020,"",65 and over,"",All,d,64,85.6,-25.2,""
20200705,S08000020,"",All ages,d,All,d,83,103.4,-19.7,""
20200705,S08000020,"",All ages,d,Female,"",34,49,-30.6,""
20200705,S08000020,"",All ages,d,Male,"",49,54.4,-9.9,""
20200705,S08000022,"",Under 65,"",All,d,14,10.4,34.6,""
20200705,S08000022,"",65 and over,"",All,d,51,52,-1.9,""
20200705,S08000022,"",All ages,d,All,d,65,62.4,4.2,""
20200705,S08000022,"",All ages,d,Female,"",32,32,0,""
20200705,S08000022,"",All ages,d,Male,"",33,30.4,8.6,""
20200705,S08000024,"",Under 65,"",All,d,26,25,4,""
20200705,S08000024,"",65 and over,"",All,d,112,109.8,2,""
20200705,S08000024,"",All ages,d,All,d,138,134.8,2.4,""
20200705,S08000024,"",All ages,d,Female,"",62,69.6,-10.9,""
20200705,S08000024,"",All ages,d,Male,"",76,65.2,16.6,""
20200705,S08000025,"",Under 65,"",All,d,0,0.6,-100,""
20200705,S08000025,"",65 and over,"",All,d,2,4.4,-54.5,""
20200705,S08000025,"",All ages,d,All,d,2,5,-60,""
20200705,S08000025,"",All ages,d,Female,"",1,1.8,-44.4,""
20200705,S08000025,"",All ages,d,Male,"",1,3.2,-68.8,""
20200705,S08000026,"",Under 65,"",All,d,0,0.8,-100,""
20200705,S08000026,"",65 and over,"",All,d,4,2,100,""
20200705,S08000026,"",All ages,d,All,d,4,2.8,42.9,""
20200705,S08000026,"",All ages,d,Female,"",3,1,200,""
20200705,S08000026,"",All ages,d,Male,"",1,1.8,-44.4,""
20200705,S08000028,"",Under 65,"",All,d,1,1.8,-44.4,""
20200705,S08000028,"",65 and over,"",All,d,4,4.6,-13,""
20200705,S08000028,"",All ages,d,All,d,5,6.4,-21.9,""
20200705,S08000028,"",All ages,d,Female,"",1,2.6,-61.5,""
20200705,S08000028,"",All ages,d,Male,"",4,3.8,5.3,""
20200705,S08000029,"",Under 65,"",All,d,13,9,44.4,""
20200705,S08000029,"",65 and over,"",All,d,63,63.4,-0.6,""
20200705,S08000029,"",All ages,d,All,d,76,72.4,5,""
20200705,S08000029,"",All ages,d,Female,"",41,36.6,12,""
20200705,S08000029,"",All ages,d,Male,"",35,35.8,-2.2,""
20200705,S08000030,"",Under 65,"",All,d,21,14.6,43.8,""
20200705,S08000030,"",65 and over,"",All,d,80,67.8,18,""
20200705,S08000030,"",All ages,d,All,d,101,82.4,22.6,""
20200705,S08000030,"",All ages,d,Female,"",51,45.6,11.8,""
20200705,S08000030,"",All ages,d,Male,"",50,36.8,35.9,""
20200705,S08000031,"",Under 65,"",All,d,45,47.4,-5.1,""
20200705,S08000031,"",65 and over,"",All,d,163,175.2,-7,""
20200705,S08000031,"",All ages,d,All,d,208,222.6,-6.6,""
20200705,S08000031,"",All ages,d,Female,"",105,117,-10.3,""
20200705,S08000031,"",All ages,d,Male,"",103,105.6,-2.5,""
20200705,S08000032,"",Under 65,"",All,d,29,26,11.5,""
20200705,S08000032,"",65 and over,"",All,d,80,100.2,-20.2,""
20200705,S08000032,"",All ages,d,All,d,109,126.2,-13.6,""
20200705,S08000032,"",All ages,d,Female,"",52,63,-17.5,""
20200705,S08000032,"",All ages,d,Male,"",57,63.2,-9.8,""
20200705,S92000003,d,Under 65,"",All,d,216,184,17.4,""
20200705,S92000003,d,65 and over,"",All,d,767,834,-8,""
20200705,S92000003,d,All ages,d,All,d,983,1018,-3.4,""
20200705,S92000003,d,All ages,d,Female,"",466,521.6,-10.7,""
20200705,S92000003,d,All ages,d,Male,"",517,496.4,4.1,""
20200712,S08000015,"",Under 65,"",All,d,14,14.6,-4.1,""
20200712,S08000015,"",65 and over,"",All,d,68,64.8,4.9,""
20200712,S08000015,"",All ages,d,All,d,82,79.4,3.3,""
20200712,S08000015,"",All ages,d,Female,"",31,39.8,-22.1,""
20200712,S08000015,"",All ages,d,Male,"",51,39.6,28.8,""
20200712,S08000016,"",Under 65,"",All,d,6,2.6,130.8,""
20200712,S08000016,"",65 and over,"",All,d,27,17.8,51.7,""
20200712,S08000016,"",All ages,d,All,d,33,20.4,61.8,""
20200712,S08000016,"",All ages,d,Female,"",15,9.2,63,""
20200712,S08000016,"",All ages,d,Male,"",18,11.2,60.7,""
20200712,S08000017,"",Under 65,"",All,d,6,4.8,25,""
20200712,S08000017,"",65 and over,"",All,d,30,31.6,-5.1,""
20200712,S08000017,"",All ages,d,All,d,36,36.4,-1.1,""
20200712,S08000017,"",All ages,d,Female,"",20,17.6,13.6,""
20200712,S08000017,"",All ages,d,Male,"",16,18.8,-14.9,""
20200712,S08000019,"",Under 65,"",All,d,4,11,-63.6,""
20200712,S08000019,"",65 and over,"",All,d,39,45.2,-13.7,""
20200712,S08000019,"",All ages,d,All,d,43,56.2,-23.5,""
20200712,S08000019,"",All ages,d,Female,"",29,32.6,-11,""
20200712,S08000019,"",All ages,d,Male,"",14,23.6,-40.7,""
20200712,S08000020,"",Under 65,"",All,d,28,15,86.7,""
20200712,S08000020,"",65 and over,"",All,d,81,79.6,1.8,""
20200712,S08000020,"",All ages,d,All,d,109,94.6,15.2,""
20200712,S08000020,"",All ages,d,Female,"",57,48.2,18.3,""
20200712,S08000020,"",All ages,d,Male,"",52,46.4,12.1,""
20200712,S08000022,"",Under 65,"",All,d,8,11.8,-32.2,""
20200712,S08000022,"",65 and over,"",All,d,58,54.2,7,""
20200712,S08000022,"",All ages,d,All,d,66,66,0,""
20200712,S08000022,"",All ages,d,Female,"",38,32.2,18,""
20200712,S08000022,"",All ages,d,Male,"",28,33.8,-17.2,""
20200712,S08000024,"",Under 65,"",All,d,34,25.8,31.8,""
20200712,S08000024,"",65 and over,"",All,d,88,112.8,-22,""
20200712,S08000024,"",All ages,d,All,d,122,138.6,-12,""
20200712,S08000024,"",All ages,d,Female,"",56,68.2,-17.9,""
20200712,S08000024,"",All ages,d,Male,"",66,70.4,-6.3,""
20200712,S08000025,"",Under 65,"",All,d,1,0.8,25,""
20200712,S08000025,"",65 and over,"",All,d,3,2.4,25,""
20200712,S08000025,"",All ages,d,All,d,4,3.2,25,""
20200712,S08000025,"",All ages,d,Female,"",2,0.6,233.3,""
20200712,S08000025,"",All ages,d,Male,"",2,2.6,-23.1,""
20200712,S08000026,"",Under 65,"",All,d,3,1,200,""
20200712,S08000026,"",65 and over,"",All,d,4,3.4,17.6,""
20200712,S08000026,"",All ages,d,All,d,7,4.4,59.1,""
20200712,S08000026,"",All ages,d,Female,"",4,2,100,""
20200712,S08000026,"",All ages,d,Male,"",3,2.4,25,""
20200712,S08000028,"",Under 65,"",All,d,0,0.4,-100,""
20200712,S08000028,"",65 and over,"",All,d,5,4.4,13.6,""
20200712,S08000028,"",All ages,d,All,d,5,4.8,4.2,""
20200712,S08000028,"",All ages,d,Female,"",3,3,0,""
20200712,S08000028,"",All ages,d,Male,"",2,1.8,11.1,""
20200712,S08000029,"",Under 65,"",All,d,10,12.8,-21.9,""
20200712,S08000029,"",65 and over,"",All,d,54,60.4,-10.6,""
20200712,S08000029,"",All ages,d,All,d,64,73.2,-12.6,""
20200712,S08000029,"",All ages,d,Female,"",36,38,-5.3,""
20200712,S08000029,"",All ages,d,Male,"",28,35.2,-20.5,""
20200712,S08000030,"",Under 65,"",All,d,11,14,-21.4,""
20200712,S08000030,"",65 and over,"",All,d,74,76.2,-2.9,""
20200712,S08000030,"",All ages,d,All,d,85,90.2,-5.8,""
20200712,S08000030,"",All ages,d,Female,"",45,48.6,-7.4,""
20200712,S08000030,"",All ages,d,Male,"",40,41.6,-3.8,""
20200712,S08000031,"",Under 65,"",All,d,49,52.6,-6.8,""
20200712,S08000031,"",65 and over,"",All,d,147,168.4,-12.7,""
20200712,S08000031,"",All ages,d,All,d,196,221,-11.3,""
20200712,S08000031,"",All ages,d,Female,"",96,110,-12.7,""
20200712,S08000031,"",All ages,d,Male,"",100,111,-9.9,""
20200712,S08000032,"",Under 65,"",All,d,20,27.4,-27,""
20200712,S08000032,"",65 and over,"",All,d,91,103.6,-12.2,""
20200712,S08000032,"",All ages,d,All,d,111,131,-15.3,""
20200712,S08000032,"",All ages,d,Female,"",55,66.6,-17.4,""
20200712,S08000032,"",All ages,d,Male,"",56,64.4,-13,""
20200712,S92000003,d,Under 65,"",All,d,196,196.6,-0.3,""
20200712,S92000003,d,65 and over,"",All,d,773,828.6,-6.7,""
20200712,S92000003,d,All ages,d,All,d,969,1025.2,-5.5,""
20200712,S92000003,d,All ages,d,Female,"",489,518,-5.6,""
20200712,S92000003,d,All ages,d,Male,"",480,507.2,-5.4,""
